id,tweet,label,domain,sentiment,emotion,Severity,Explain
157,@Showtime Second Sunday the app stopped working because of a gateway error... during the climax of an episode. You need more servers.,1,software,Negative,anger,4,Second Sunday the app stopped working because of a gateway error.You need more servers.
158,@sho_help showtime app on Apple TV isn't working. Hasn't been for last hour.,1,software,Neutral,sadness,1,showtime app on Apple TV isn't working. Hasn't been for last hour.
159,Gotta love taking three 2015 Chrysler's in for recalls and coming home the same day to mail from @Chrysler explaining more recalls,1,cars,negative,other,1,Gotta love taking three 2015 Chrysler's in for recalls and coming home the same day to mail from
160,@Chrysler Buy my lemon back! No heat. Chrysler tries to fix 5 times &amp; still No heat &amp; AC leaks coolant &amp; water into car. rain floods car 2,1,cars,Negative,anger,4,No heat. Chrysler tries to fix 5 times &amp; still No heat &amp; AC leaks coolant &amp; water into car. rain floods car 2
161,"@Burberry @BurberryService You should have someone look at your e-mail marketing.. second time a promo has come through ""clipped""",1,apparel,Neutral,anger,2,"You should have someone look at your e-mail marketing.. second time a promo has come through ""clipped"""
162,Love it when I almost die rear ended by a semi cause my jeep turns off again. One day they will fix it #jeepsucks #Chrysler,1,cars,Positive,other,4,Love it when I almost die rear ended by a semi cause my jeep turns off again. One day they will fix it #jeepsucks
163,#Chrysler is a disgrace to be called an American Automobile will NOT even cover a part with known issues even though parts been recalled.,1,cars,Negative,anger,3,#Chrysler is a disgrace to be called an American Automobile will NOT even cover a part with known issues even though parts been recalled.
164,"@BurberryService Hi. If you purchase a scarf from your online store, does it still come with a scarf box as in the stores?",0,apparel,Neutral,other,0,"Hi. If you purchase a scarf from your online store, does it still come with a scarf box as in the stores?"
165,Shame on @Chrysler I will never lease a car from them again,1,cars,Negative,anger,2,Shame on @Chrysler I will never lease a car from them again
166,@Burberry best for serious person,0,apparel,Positive,joy,0,best for serious person
167,@BurberryService 8141606222 i need this,0,apparel,Neutral,other,0,8141606222 i need this
168,@Burberry trying to order some rain boots I wear a 7.5 in US what size would I be in your boots do they run small or true to size?,0,apparel,Positive,other,0,trying to order some rain boots I wear a 7.5 in US what size would I be in your boots do they run small or true to size?
169,@BurberryService Do you accept China Union Pay credit card when I place an order on https://t.co/f6ByJNfD5Y?,0,apparel,Positive,other,0,Do you accept China Union Pay credit card when I place an order on
170,"@BurberryService Hi, I've got an old Burberrys Prorsum Mac and am in need of a replacement button, do Burberry still carry old buttons?",0,apparel,Neutral,other,0,"Hi, I've got an old Burberrys Prorsum Mac and am in need of a replacement button, do Burberry still carry old buttons?"
171,"@BurberryService Ah great, thanks!",0,apparel,Positive,joy,0,"Ah great, thanks!"
172,shout out to @BurberryService for sorting me out,0,apparel,Neutral,joy,0,shout out to @BurberryService for sorting me out
173,@BurberryService why is my sales associate so distracted to help other customers when I am trying to purchase things and get out?,1,apparel,Neutral,anger,2,why is my sales associate so distracted to help other customers when I am trying to purchase things and get out?
174,Where is the Wash. Post crossword puzzle for 12 -18-15 ??????,1,other,Neutral,other,2,Where is the Wash. Post crossword puzzle for 12 -18-15 ?
175,Very disappointed in @washingtonpost for no crossword today - what gives?,1,other,Negative,anger,2,Very disappointed in @washingtonpost for no crossword today - what gives?
176,@Nordstrom the stitching on my @Burberry jacket is coming apart. Can you fix it? I'm scared to take it to the cleaners,1,apparel,Negative,sadness,1,the stitching on my @Burberry jacket is coming apart. Can you fix it? I'm scared to take it to the cleaners
177,@BurberryService I haven't received any answer from you. What's up?,1,apparel,Neutral,sadness,3,I haven't received any answer from you. What's up?
178,@ChryslerCares I have a case open with Chrysler customer service under William Taylor. Waiting on a call back,1,cars,Neutral,other,1,I have a case open with Chrysler customer service under William Taylor. Waiting on a call back
179,"@sho_help can't access showtime site, apps, etc. was 20 minutes into homeland finale! Ugh!",1,software,Negative,anger,2,"can't access showtime site, apps, etc."
180,"@BurberryService okay... but if i buy these online, would u plz provide recommendations of my size. Burberry m size coat suits me, btw. thx",0,apparel,Positive,other,0,"okay... but if i buy these online, would u plz provide recommendations of my size."
181,@sho_help Any known issues with the Showtime Anytime app for xbox 360? Not working for me at the moment!,1,software,Neutral,sadness,2,Confused between anger and sadness
182,@BurberryService Or maybe they have the product in store? Otherwise I will just let it deliver!,0,apparel,Neutral,other,0,Or maybe they have the product in store? Otherwise I will just let it deliver!
183,@Burberry yall got that post-Christmas sell this year?,0,apparel,Neutral,other,0,yall got that post-Christmas sell this year?
184,@sho_help @showtime your arrive is terrible streaming is stop and start every couple mins. Get it together it's xmas,1,software,Negative,anger,4,your arrive is terrible streaming is stop and start every couple mins.
185,"@BurberryService ITEM 39763961, which store can I get this wallet?",0,apparel,Neutral,other,0,which store can I get this wallet?
186,@BurberryService @BurberryService I want to buy this item in this store which is in regent street.,0,apparel,Positive,other,0,I want to buy this item in this store which is in regent street.
187,"@BurberryService hello Burberry, please could I cancel an order? Many thanks. Lena",0,apparel,Positive,other,0,"hello Burberry, please could I cancel an order?"
188,@Burberry hey burberry hope all is well. I would like to know if some of your shoes or boots uses calf leather trip. I seen few on shops,0,apparel,Positive,other,0,I would like to know if some of your shoes or boots uses calf leather trip.
189,@BurberryService @AmericanaShops Could not return my purchase since cc machine was not working yet buying was not a problem. Mistreated 100%,1,apparel,negative,anger,3,Could not return my purchase since cc machine was not working yet buying was not a problem. Mistreated 100%
190,Wonder why cars get major issues *just* after the warranty expires? @Chrysler #UnhappyCustomer,1,cars,Neutral,anger,3,Confused between sarcastic and angry
191,"So frustrated dealing with this HEALTH HAZARD, MOLD INFESTED, NEW 200 from @Chrysler @ChryslerCares I need my car replaced.",1,cars,Negative,anger,2,"So frustrated dealing with this HEALTH HAZARD, MOLD INFESTED. I need my car replaced."
192,@Chrysler I just got a new 2015 chrysler 200s 3 months ago and its been back in the Dealership for repairs for more then 42 days.,1,cars,Neutral,anger,2,I just got a new 2015 chrysler 200s 3 months ago and its been back in the Dealership for repairs for more then 42 days.
193,@Chrysler Is the Pacifica similar to the size of the Town and Country?,0,cars,Neutral,other,0,Is the Pacifica similar to the size of the Town and Country?
194,Waiting on @enterprisecares to come get me while the grey ghost(Chrysler 300 )gets fixed up.,0,cars,Positive,sadness,0,Waiting on @enterprisecares to come get me while the grey ghost(Chrysler 300 )gets fixed up.
195,"@CBSNews @Dodge @ChryslerCares My driver side air bag has been recalled and replaced, but what about the passenger side?",1,cars,Neutral,sadness,1,"My driver side air bag has been recalled and replaced, but what about the passenger side?"
196,"@ChryslerCares The Pacifica reminds me a bit of the Kia Sedona van, is your designs in house or outsourced?",0,cars,Negative,other,0,"The Pacifica reminds me a bit of the Kia Sedona van, is your designs in house or outsourced?"
197,#Chrysler #dodge I'm on the side of the road AGAIN! I'm really tired of this issue,1,cars,Negative,anger,2,I'm on the side of the road AGAIN! I'm really tired of this issue
198,@ChryslerCares Hey Chrysler Cares I'm the one with the 2011 200 need help with the Heating. Inside the car it's really strange,1,cars,negative,sadness,1,I'm the one with the 2011 200 need help with the Heating. Inside the car it's really strange
199,@ChryslerCares is it fair to ask for a new case manager if I feel mine is inadequate?,0,cars,Negative,sadness,0,is it fair to ask for a new case manager if I feel mine is inadequate?
200,@ChryslerCares 1c3cccbb9fn717601. Resolution team has all info. Call penny 214-583-2188,0,cars,Neutral,other,0,Resolution team has all info. Call penny 214-583-2188
201,@UconnectCares Iheart radio app doesn't work. Have opened 2 different tickets both were closed without being fixed.,1,cars,Neutral,anger,1,Iheart radio app doesn't work. Have opened 2 different tickets both were closed without being fixed.
202,"@VW #VWCares , funny I don't feel like you do. Car still in shop. Letter not mailed to me yet that was generated on April 18th #notfeelingit",1,cars,negative,anger,2,funny I don't feel like you do. Car still in shop. Letter not mailed to me yet that was generated on April 18th #notfeelingit
203,"@VW @vwcares FYI @BergeVolkswagen has a bad habit of listing cars as cert-preowned online, but they actually aren't. Duped me &amp; friends #Phx",1,cars,negative,anger,4,"has a bad habit of listing cars as cert-preowned online, but they actually aren't. Duped me &amp; friends #Phx"
204,@VW @QuirkCars some unauthorized work done on my engine now throwing a check engine light about a week later. Very upset.,1,cars,Negative,anger,3,some unauthorized work done on my engine now throwing a check engine light about a week later. Very upset.
